"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_SUBJECT";"A forum's moderator has approved your post in the topic ""[object_parent_title]"""
"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_BODY";"[header]

[sender_title] has approved your post in the topic ""[object_parent_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_owner_post_approved
"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_TITLE";"Your forum post is approved"
"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_DESCRIPTION";"This email is sent to the member when your post is approved by the forum's moderator."
"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_SUBJECT";"A forum's moderator has approved your post in the topic ""[object_parent_title]"""
"_EMAIL_NOTIFY_YNFORUM_OWNER_POST_APPROVED_BODY";"[header]

[sender_title] has approved your post in the topic ""[object_parent_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_post_wait_approval
"_EMAIL_NOTIFY_YNFORUM_POST_WAIT_APPROVAL_TITLE";"Your forum post is waiting for the forum's moderator approval"
"_EMAIL_NOTIFY_YNFORUM_POST_WAIT_APPROVAL_DESCRIPTION";"This email is sent to the member when your post is waiting for the forum's moderator approval."
"_EMAIL_NOTIFY_YNFORUM_POST_WAIT_APPROVAL_SUBJECT";"Your forum post in the topic ""[object_parent_title]"" is waiting for the forum's moderator approval."
"_EMAIL_NOTIFY_YNFORUM_POST_WAIT_APPROVAL_BODY";"[header] 

Your forum post is waiting for the forum's moderator approval :

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_topic_reputation
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPUTATION_TITLE";"You are added reputation by your forum post"
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPUTATION_DESCRIPTION";"This email is sent to the member when he/she is added reputation by his or her forum post."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPUTATION_SUBJECT";"You are added reputation by your forum post in the topic ""[object_parent_title]""."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPUTATION_BODY";"[header] 

You are added reputation by your forum post in the topic ""[object_parent_title]"".

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_topic_thank
"_EMAIL_NOTIFY_YNFORUM_TOPIC_THANK_TITLE";"A user thanked to your forum post"
"_EMAIL_NOTIFY_YNFORUM_TOPIC_THANK_DESCRIPTION";"This email is sent to the member when his/her forum post is thanked by another user."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_THANK_SUBJECT";"A user thanked to you by your forum post in the topic ""[object_parent_title]""."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_THANK_BODY";"[header] 

A user thanked to your forum post in the topic ""[object_parent_title]"".

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_topic_create
"_EMAIL_NOTIFY_YNFORUM_TOPIC_CREATE_TITLE";"A user created a topic on the forum you are watching"
"_EMAIL_NOTIFY_YNFORUM_TOPIC_CREATE_DESCRIPTION";"This email is sent to the member when a user created a topic on a forum that you are watching."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_CREATE_SUBJECT";"A user posted a topic ""[object_title]"" in the forum ""[object_parent_title]""."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_CREATE_BODY";"[header] 

[sender_title] post a topic ""[object_title]"" in the forum ""[object_parent_title]"" you are watching :

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynforum_topic_reply_forum_watch
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPLY_FORUM_WATCH_TITLE";"A user replied a topic on the forum you are watching"
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPLY_FORUM_WATCH_DESCRIPTION";"This email is sent to the member when one of his/her watching forums having a reply for a topic."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPLY_FORUM_WATCH_SUBJECT";"A user user replied a the topic ""[object_parent_title]""."
"_EMAIL_NOTIFY_YNFORUM_TOPIC_REPLY_FORUM_WATCH_BODY";"[header] 

A user replied a topic ""[object_parent_title]"" in the forum you are watching.

Please click the following link to view it:

http://[host][object_link]

[footer]"
"You are no longer watching this forum.";"You are no longer watching this forum."
